"","SITEVISITIDREPDIVER","X.1","SITE","ISLAND","X","SITEVISITID","METHOD","OBS_YEAR","REGION","REGION_NAME","ANALYSIS_SEC","ANALYSIS_YEAR","ANALYSIS_STRATA","SEC_NAME","DATE_","REEF_ZONE","DEPTH_BIN","DEPTH_BIN_new","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","SOFT_CORAL","MA","CCA","TA","SAND","CYANO","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","nCounts","nReps","REP","DIVER","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","ECOREGION","POP_STATUS","SITE_SLOPE_400m","REPLICATEID","PISCIVORE_SJs"
"2180","3450ABHH",5567,"WAK-00081","Wake",2191,3450,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefDeep","Wake","26/03/2011","Forereef","Deep","Deep",19.31377717,166.649086,24.2,20,12.5,2.5,5,55,5,0,0,3.5,NA,NA,NA,2,1,"A","BHH",15.74825946,24.27597379,68.25180159,8.310179727,0,116.5862146,NA,"U",27.4955825,"1845954739",27.4264260135667
"2181","3450AKSM",5568,"WAK-00081","Wake",2192,3450,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefDeep","Wake","26/03/2011","Forereef","Deep","Deep",19.31377717,166.649086,24.2,20,12.5,2.5,5,55,5,0,0,3.5,NA,NA,NA,2,1,"A","KSM",3.425742882,52.35170782,57.09016008,51.35685763,0,164.2244684,NA,"U",27.4955825,"1845954749",11.130844924078
"2182","3451ABHH",5573,"WAK-00090","Wake",2193,3451,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31542941,166.6425026,11.05,36.25,8.75,7.5,12.5,32.25,2.5,0,0.25,2,NA,NA,NA,4,2,"A","BHH",2.381703379,3.207888177,10.64234945,2.316969689,0,18.5489107,NA,"U",30.18117405,"1845954741",2.38170337877296
"2183","3451AKSM",5576,"WAK-00090","Wake",2195,3451,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31542941,166.6425026,11.05,36.25,8.75,7.5,12.5,32.25,2.5,0,0.25,2,NA,NA,NA,4,2,"A","KSM",2.590936949,10.10541465,17.48102279,2.596537198,0,32.77391159,NA,"U",30.18117405,"1845954754",2.59093694948859
"2184","3451BBHH",5575,"WAK-00090","Wake",2196,3451,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31542941,166.6425026,11.05,36.25,8.75,7.5,12.5,32.25,2.5,0,0.25,2,NA,NA,NA,4,2,"B","BHH",11.98672088,4.978536385,30.18547527,2.589515345,0,49.74024787,NA,"U",30.18117405,"1845954745",19.5037328729984
"2185","3451BKSM",5574,"WAK-00090","Wake",2194,3451,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31542941,166.6425026,11.05,36.25,8.75,7.5,12.5,32.25,2.5,0,0.25,2,NA,NA,NA,4,2,"B","KSM",6.553595182,3.649953362,18.69610596,3.062723864,0,31.96237837,NA,"U",30.18117405,"1845954756",6.55359518182848
"2186","3452ABHH",5633,"WAK-00118","Wake",2197,3452,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.31508232,166.6341474,5.25,7.5,0,3.5,40,48.5,0,0,0.5,2.25,NA,NA,NA,4,2,"A","BHH",2.624713918,3.205412433,31.45490801,7.043117055,0,44.32815141,NA,"U",33.7061936,"1845954748",7.10750015902344
"2187","3452AKSM",5636,"WAK-00118","Wake",2200,3452,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.31508232,166.6341474,5.25,7.5,0,3.5,40,48.5,0,0,0.5,2.25,NA,NA,NA,4,2,"A","KSM",7.548208848,8.743749723,26.10362445,11.52787332,0,53.92345634,NA,"U",33.7061936,"1845954740",15.0569280334242
"2188","3452BBHH",5635,"WAK-00118","Wake",2199,3452,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.31508232,166.6341474,5.25,7.5,0,3.5,40,48.5,0,0,0.5,2.25,NA,NA,NA,4,2,"B","BHH",2.556922231,3.750557018,4.656916351,0.340032813,0,11.30442841,NA,"U",33.7061936,"1845954750",2.55692223071041
"2189","3452BKSM",5634,"WAK-00118","Wake",2198,3452,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.31508232,166.6341474,5.25,7.5,0,3.5,40,48.5,0,0,0.5,2.25,NA,NA,NA,4,2,"B","KSM",4.285705317,2.475421761,29.54869466,4.742358467,0,41.0521802,NA,"U",33.7061936,"1845954742",4.285705317458
"2190","3453ABHH",5645,"WAK-00131","Wake",2201,3453,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.32123195,166.6035044,5.15,12.5,0,4.25,20,62,0,0,1.25,2.75,NA,NA,NA,4,2,"A","BHH",6.080846437,2.069523556,29.62583234,14.66019071,0,52.43639304,NA,"U",40.94622217,"1845954755",7.72886937485727
"2191","3453AKSM",5646,"WAK-00131","Wake",2202,3453,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.32123195,166.6035044,5.15,12.5,0,4.25,20,62,0,0,1.25,2.75,NA,NA,NA,4,2,"A","KSM",7.408945719,15.81042134,28.08685989,0.958733874,0,52.26496082,NA,"U",40.94622217,"1845954744",9.05696865669979
"2192","3453BBHH",5648,"WAK-00131","Wake",2204,3453,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.32123195,166.6035044,5.15,12.5,0,4.25,20,62,0,0,1.25,2.75,NA,NA,NA,4,2,"B","BHH",38.31519024,82.19898119,31.82738614,14.74179658,0,167.0833541,NA,"U",40.94622217,"1845954758",41.1495063003159
"2193","3453BKSM",5647,"WAK-00131","Wake",2203,3453,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefShallow","Wake","26/03/2011","Forereef","Shallow","Shallow",19.32123195,166.6035044,5.15,12.5,0,4.25,20,62,0,0,1.25,2.75,NA,NA,NA,4,2,"B","KSM",4.512626909,35.81964141,25.19275284,3.92106881,0,69.44608998,NA,"U",40.94622217,"1845954747",4.51262690922884
"2194","3454AKMO",5615,"WAK-00109","Wake",2207,3454,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31553679,166.6330482,14,27.5,18.75,2.75,6.25,44.25,0.5,0,0,2,NA,NA,NA,4,2,"A","KMO",14.67549829,0.500704834,40.36892558,83.09475227,0,138.639881,NA,"U",33.59176811,"1845954752",14.6754982905077
"2195","3454APMA",5613,"WAK-00109","Wake",2205,3454,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31553679,166.6330482,14,27.5,18.75,2.75,6.25,44.25,0.5,0,0,2,NA,NA,NA,4,2,"A","PMA",8.646891609,7.248397198,35.09900579,5.6714019,0,56.6656965,NA,"U",33.59176811,"1845954767",9.77371205618657
"2196","3454BKMO",5614,"WAK-00109","Wake",2206,3454,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31553679,166.6330482,14,27.5,18.75,2.75,6.25,44.25,0.5,0,0,2,NA,NA,NA,4,2,"B","KMO",0.721600685,0.665825398,7.796087277,8.183028015,0,17.36654137,NA,"U",33.59176811,"1845954753",0.721600684766418
"2197","3454BPMA",5616,"WAK-00109","Wake",2208,3454,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31553679,166.6330482,14,27.5,18.75,2.75,6.25,44.25,0.5,0,0,2,NA,NA,NA,4,2,"B","PMA",3.177305607,1.822202716,22.7447206,7.221172516,0,34.96540144,NA,"U",33.59176811,"1845954768",3.17730560708146
"2198","3455AKMO",5625,"WAK-00116","Wake",2209,3455,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31953311,166.6228907,15,17.5,20,10.5,7.5,40.5,4,0,0,2,NA,NA,NA,4,2,"A","KMO",0.183614719,1.412313633,4.4990743,2.075577839,0,8.170580492,NA,"U",37.17452708,"1845954743",0.183614719243413
"2199","3455APMA",5628,"WAK-00116","Wake",2212,3455,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31953311,166.6228907,15,17.5,20,10.5,7.5,40.5,4,0,0,2,NA,NA,NA,4,2,"A","PMA",1.594239084,2.93293021,9.370111117,1.512182442,0,15.40946285,NA,"U",37.17452708,"1845954759",1.59423908445197
"2200","3455BKMO",5627,"WAK-00116","Wake",2211,3455,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31953311,166.6228907,15,17.5,20,10.5,7.5,40.5,4,0,0,2,NA,NA,NA,4,2,"B","KMO",3.21492629,0.867900433,6.668208817,1.16875481,0,11.91979035,NA,"U",37.17452708,"1845954746",3.21492628978447
"2201","3455BPMA",5626,"WAK-00116","Wake",2210,3455,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31953311,166.6228907,15,17.5,20,10.5,7.5,40.5,4,0,0,2,NA,NA,NA,4,2,"B","PMA",6.083192893,1.166813695,56.74818695,1.595059005,0,65.59325254,NA,"U",37.17452708,"1845954760",6.08319289338191
"2202","3456AKMO",5617,"WAK-00110","Wake",2213,3456,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31466356,166.6453543,12.5,30,3,2.75,8.5,54.75,0.5,0.25,0.25,1.5,NA,NA,NA,4,2,"A","KMO",1.461898255,0.673961679,4.714186439,1.148967747,0,7.999014119,NA,"U",30.98386168,"1845954764",7.04182920452817
"2203","3456APMA",5620,"WAK-00110","Wake",2216,3456,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31466356,166.6453543,12.5,30,3,2.75,8.5,54.75,0.5,0.25,0.25,1.5,NA,NA,NA,4,2,"A","PMA",1.304340543,1.15824652,14.27706792,0.776530024,0,17.51618501,NA,"U",30.98386168,"1845954751",1.30434054268123
"2204","3456BKMO",5618,"WAK-00110","Wake",2214,3456,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31466356,166.6453543,12.5,30,3,2.75,8.5,54.75,0.5,0.25,0.25,1.5,NA,NA,NA,4,2,"B","KMO",1.292474109,0.959660013,7.938325357,1.370585345,0,11.56104482,NA,"U",30.98386168,"1845954765",1.29247410859407
"2205","3456BPMA",5619,"WAK-00110","Wake",2215,3456,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.31466356,166.6453543,12.5,30,3,2.75,8.5,54.75,0.5,0.25,0.25,1.5,NA,NA,NA,4,2,"B","PMA",2.029091759,0.469669774,11.48517985,3.679695525,0,17.66363691,NA,"U",30.98386168,"1845954757",2.02909175933737
"2206","3457AKMO",5604,"WAK-00105","Wake",2220,3457,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.32548669,166.6076992,14,23.75,7.5,2.5,8.75,56.75,0.5,0,0.25,1.5,NA,NA,NA,4,2,"A","KMO",2.091708076,0.643665031,21.11966201,3.121217674,0,26.97625279,NA,"U",44.6352991,"1845954761",2.85038114049765
"2207","3457APMA",5602,"WAK-00105","Wake",2218,3457,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.32548669,166.6076992,14,23.75,7.5,2.5,8.75,56.75,0.5,0,0.25,1.5,NA,NA,NA,4,2,"A","PMA",1.005629676,1.419987632,19.28573042,3.164088707,0,24.87543644,NA,"U",44.6352991,"1845954763",3.74713363296448
"2208","3457BKMO",5603,"WAK-00105","Wake",2219,3457,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.32548669,166.6076992,14,23.75,7.5,2.5,8.75,56.75,0.5,0,0.25,1.5,NA,NA,NA,4,2,"B","KMO",3.570334929,0,15.6365255,5.018122218,0,24.22498264,NA,"U",44.6352991,"1845954762",7.26591714322363
"2209","3457BPMA",5601,"WAK-00105","Wake",2217,3457,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","26/03/2011","Forereef","Mid","Mid",19.32548669,166.6076992,14,23.75,7.5,2.5,8.75,56.75,0.5,0,0.25,1.5,NA,NA,NA,4,2,"B","PMA",1.486963572,1.199086074,13.3183659,3.339151475,0,19.34356702,NA,"U",44.6352991,"1845954766",3.74060446710622
"2210","3464AKMO",5572,"WAK-00082","Wake",2224,3464,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefDeep","Wake","27/03/2011","Forereef","Deep","Deep",19.27007628,166.6511118,24,25,1.25,6.25,6.25,21.25,40,0,0,2.75,NA,NA,NA,4,2,"A","KMO",5.46928117,0.924612114,7.992071026,4.959024366,0,19.34498868,NA,"U",32.4113362,"1845954777",6.31797857369522
"2211","3464APMA",5571,"WAK-00082","Wake",2223,3464,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefDeep","Wake","27/03/2011","Forereef","Deep","Deep",19.27007628,166.6511118,24,25,1.25,6.25,6.25,21.25,40,0,0,2.75,NA,NA,NA,4,2,"A","PMA",3.745161314,4.649726193,16.89043732,6.667038141,0,31.95236297,NA,"U",32.4113362,"1845954772",6.05370263046245
"2212","3464BBHH",5569,"WAK-00082","Wake",2221,3464,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefDeep","Wake","27/03/2011","Forereef","Deep","Deep",19.27007628,166.6511118,24,25,1.25,6.25,6.25,21.25,40,0,0,2.75,NA,NA,NA,4,2,"B","BHH",10.26494333,37.71661464,16.87034258,20.51580257,0,85.36770312,NA,"U",32.4113362,"1845954769",14.7477295740544
"2213","3464BKSM",5570,"WAK-00082","Wake",2222,3464,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefDeep","Wake","27/03/2011","Forereef","Deep","Deep",19.27007628,166.6511118,24,25,1.25,6.25,6.25,21.25,40,0,0,2.75,NA,NA,NA,4,2,"B","KSM",8.842256772,6.480319599,23.18715915,36.37138632,0,74.88112184,NA,"U",32.4113362,"1845954771",14.008977560801
"2214","3465AKMO",5611,"WAK-00108","Wake",2227,3465,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","27/03/2011","Forereef","Mid","Mid",19.28780509,166.6128398,13.5,18.75,0,2.75,6.25,45.5,26.25,0,0.5,3,NA,NA,NA,4,2,"A","KMO",2.466928151,1.457130986,18.88449785,2.548676982,0,25.35723397,NA,"U",34.36169121,"1845954778",2.46692815061727
"2215","3465APMA",5610,"WAK-00108","Wake",2226,3465,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","27/03/2011","Forereef","Mid","Mid",19.28780509,166.6128398,13.5,18.75,0,2.75,6.25,45.5,26.25,0,0.5,3,NA,NA,NA,4,2,"A","PMA",1.169521451,2.035309214,9.490533057,1.795128617,0,14.49049234,NA,"U",34.36169121,"1845954776",1.16952145142104
"2216","3465BBHH",5612,"WAK-00108","Wake",2228,3465,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","27/03/2011","Forereef","Mid","Mid",19.28780509,166.6128398,13.5,18.75,0,2.75,6.25,45.5,26.25,0,0.5,3,NA,NA,NA,4,2,"B","BHH",3.617332885,4.214776571,24.9898736,8.559866141,0,41.3818492,NA,"U",34.36169121,"1845954775",5.26535582285108
"2217","3465BKSM",5609,"WAK-00108","Wake",2225,3465,"nSPC",2011,"PRIAs","Pacific Remote Island Areas","Wake","2011","ForereefMid","Wake","27/03/2011","Forereef","Mid","Mid",19.28780509,166.6128398,13.5,18.75,0,2.75,6.25,45.5,26.25,0,0.5,3,NA,NA,NA,4,2,"B","KSM",0.704700699,1.846367105,11.41870794,13.41624899,0,27.38602473,NA,"U",34.36169121,"1845954773",2.35272363679151
"2218","3477AMF",4381,"SAI-00094","Saipan",2229,3477,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","07/04/2011","Forereef","Deep","Deep",15.21748418,145.6824515,28,15,0,37.5,7.5,30,10,0,0,1.5,NA,NA,NA,2,1,"A","MF",0.322575239,0.133622871,1.05083773,3.193320078,0,4.700355917,"Mariana Islands","P",3.842611451,"1845954785",0.322575238658653
"2219","3477APMA",4380,"SAI-00094","Saipan",2230,3477,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","07/04/2011","Forereef","Deep","Deep",15.21748418,145.6824515,28,15,0,37.5,7.5,30,10,0,0,1.5,NA,NA,NA,2,1,"A","PMA",0,0.346900137,0.517409964,0.207831174,0,1.072141275,"Mariana Islands","P",3.842611451,"1845954780",0
"2220","3478AMF",4418,"SAI-00199","Saipan",2231,3478,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.20736789,145.6992253,12.5,8.75,0,10,4,33.5,43.75,0,0,2.75,NA,NA,NA,4,2,"A","MF",0,0.429309114,4.270044847,1.257609287,0,5.956963248,"Mariana Islands","P",3.167284479,"1845954790",0
"2221","3478APMA",4419,"SAI-00199","Saipan",2233,3478,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.20736789,145.6992253,12.5,8.75,0,10,4,33.5,43.75,0,0,2.75,NA,NA,NA,4,2,"A","PMA",0.220280824,0.675470237,1.131751182,0.771646008,0,2.799148252,"Mariana Islands","P",3.167284479,"1845954784",0.220280824324715
"2222","3478BMF",4416,"SAI-00199","Saipan",2232,3478,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.20736789,145.6992253,12.5,8.75,0,10,4,33.5,43.75,0,0,2.75,NA,NA,NA,4,2,"B","MF",0,0.240323143,3.303987022,0.722793783,0,4.267103948,"Mariana Islands","P",3.167284479,"1845954791",0
"2223","3478BPMA",4417,"SAI-00199","Saipan",2234,3478,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.20736789,145.6992253,12.5,8.75,0,10,4,33.5,43.75,0,0,2.75,NA,NA,NA,4,2,"B","PMA",0,0.532008847,1.752907025,1.832556018,0,4.117471889,"Mariana Islands","P",3.167284479,"1845954788",0
"2224","3479AMF",4433,"SAI-00271","Saipan",2237,3479,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","07/04/2011","Forereef","Shallow","Shallow",15.21942208,145.7057215,4.5,26.25,0,31.25,10,31.25,1.25,0,0,3,NA,NA,NA,4,2,"A","MF",0.201529728,1.600006585,7.679691488,0.912493579,0,10.39372138,"Mariana Islands","P",6.408690662,"1845954793",0.201529727855019
"2225","3479APMA",4431,"SAI-00271","Saipan",2236,3479,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","07/04/2011","Forereef","Shallow","Shallow",15.21942208,145.7057215,4.5,26.25,0,31.25,10,31.25,1.25,0,0,3,NA,NA,NA,4,2,"A","PMA",0,2.90066988,8.908834781,2.792749733,0,14.60225439,"Mariana Islands","P",6.408690662,"1845954792",0
"2226","3479BMF",4430,"SAI-00271","Saipan",2238,3479,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","07/04/2011","Forereef","Shallow","Shallow",15.21942208,145.7057215,4.5,26.25,0,31.25,10,31.25,1.25,0,0,3,NA,NA,NA,4,2,"B","MF",1.621768306,2.314621981,9.859931801,0.899371086,0,14.69569317,"Mariana Islands","P",6.408690662,"1845954798",1.62176830636162
"2227","3479BPMA",4432,"SAI-00271","Saipan",2235,3479,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefShallow","Saipan","07/04/2011","Forereef","Shallow","Shallow",15.21942208,145.7057215,4.5,26.25,0,31.25,10,31.25,1.25,0,0,3,NA,NA,NA,4,2,"B","PMA",0.35816622,2.566451658,11.15618627,6.194836298,0,20.27564044,"Mariana Islands","P",6.408690662,"1845954795",0.358166219504584
"2228","3480AMF",4415,"SAI-00198","Saipan",2240,3480,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Shallow",15.1774849,145.6981655,8,25,0.5,3,7.5,61,3,0,0,2.5,NA,NA,NA,2,1,"A","MF",0.167832515,0.754867119,7.26486746,1.093063296,0,9.28063039,"Mariana Islands","P",4.505386131,"1845954800",0.167832515409453
"2229","3480APMA",4414,"SAI-00198","Saipan",2239,3480,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Shallow",15.1774849,145.6981655,8,25,0.5,3,7.5,61,3,0,0,2.5,NA,NA,NA,2,1,"A","PMA",0.220280824,1.844170021,4.320336521,0.986509033,0,7.371296399,"Mariana Islands","P",4.505386131,"1845954799",0.220280824324715
"2230","3481AJPZ",4384,"SAI-00098","Saipan",2242,3481,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","07/04/2011","Forereef","Deep","Mid",15.18449075,145.6615057,20,3.25,0,6.25,4.25,77.75,8.5,0,0,1.5,NA,NA,NA,4,2,"A","JPZ",2.34400955,1.846136177,4.398113175,1.436705754,0,10.02496466,"Mariana Islands","P",4.558940039,"1845954787",2.34400955032404
"2231","3481ASCM",4383,"SAI-00098","Saipan",2244,3481,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","07/04/2011","Forereef","Deep","Mid",15.18449075,145.6615057,20,3.25,0,6.25,4.25,77.75,8.5,0,0,1.5,NA,NA,NA,4,2,"A","SCM",1.50090725,0.259696016,7.823463688,3.555657758,0,13.13972471,"Mariana Islands","P",4.558940039,"1845954789",1.50090725012896
"2232","3481BEMD",4382,"SAI-00098","Saipan",2243,3481,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","07/04/2011","Forereef","Deep","Mid",15.18449075,145.6615057,20,3.25,0,6.25,4.25,77.75,8.5,0,0,1.5,NA,NA,NA,4,2,"B","EMD",0.055971432,0.469927193,1.81102655,1.921081433,0,4.258006609,"Mariana Islands","P",4.558940039,"1845954794",0.0559714323273337
"2233","3481BKSM",4385,"SAI-00098","Saipan",2241,3481,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefDeep","Saipan","07/04/2011","Forereef","Deep","Mid",15.18449075,145.6615057,20,3.25,0,6.25,4.25,77.75,8.5,0,0,1.5,NA,NA,NA,4,2,"B","KSM",5.857551768,0.572533064,9.947121177,2.534582998,0,18.91178901,"Mariana Islands","P",4.558940039,"1845954802",5.85755176752377
"2234","3482AJPZ",4406,"SAI-00174","Saipan",2246,3482,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.14920562,145.6876599,17,9.5,1,15,9,49.5,16,0,0,1.75,NA,NA,NA,4,2,"A","JPZ",0.619787288,0.421201904,4.542725838,2.370715062,0,7.954430091,"Mariana Islands","P",1.769937778,"1845954783",0.619787287638811
"2235","3482ASCM",4404,"SAI-00174","Saipan",2247,3482,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.14920562,145.6876599,17,9.5,1,15,9,49.5,16,0,0,1.75,NA,NA,NA,4,2,"A","SCM",2.123609404,0.750750454,1.670471912,2.821720501,0,7.366552271,"Mariana Islands","P",1.769937778,"1845954782",2.12360940440156
"2236","3482BEMD",4407,"SAI-00174","Saipan",2248,3482,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.14920562,145.6876599,17,9.5,1,15,9,49.5,16,0,0,1.75,NA,NA,NA,4,2,"B","EMD",0.108589845,1.458102368,0.693602165,0.820573013,0,3.080867391,"Mariana Islands","P",1.769937778,"1845954786",0.108589845215765
"2237","3482BKSM",4405,"SAI-00174","Saipan",2245,3482,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Mid",15.14920562,145.6876599,17,9.5,1,15,9,49.5,16,0,0,1.75,NA,NA,NA,4,2,"B","KSM",0,0.741598294,5.050954634,3.473761076,0,9.266314004,"Mariana Islands","P",1.769937778,"1845954801",0
"2238","3483AEMD",4411,"SAI-00183","Saipan",2249,3483,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Shallow",15.13557991,145.6882495,9,16.25,0,3.75,8.75,53.75,17.5,0,0,2.25,NA,NA,NA,4,2,"A","EMD",0.498906183,0.475239459,3.134595208,1.749590352,0,5.858331201,"Mariana Islands","P",3.2346541,"1845954796",0.498906183209026
"2239","3483AKSM",4409,"SAI-00183","Saipan",2250,3483,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Shallow",15.13557991,145.6882495,9,16.25,0,3.75,8.75,53.75,17.5,0,0,2.25,NA,NA,NA,4,2,"A","KSM",0,1.661918419,4.315964865,4.739205873,0,10.71708916,"Mariana Islands","P",3.2346541,"1845954803",0
"2240","3483BEMD",4410,"SAI-00183","Saipan",2251,3483,"nSPC",2011,"S.MARIAN","Mariana Archipelago","Saipan","2011","ForereefMid","Saipan","07/04/2011","Forereef","Mid","Shallow",15.13557991,145.6882495,9,16.25,0,3.75,8.75,53.75,17.5,0,0,2.25,NA,NA,NA,4,2,"B","EMD",0,0.741368997,2.918640895,1.392869198,0,5.05287909,"Mariana Islands","P",3.2346541,"1845954797",0
